id,name,code,sphere,career_prospects,cost,min_budget_score,budget_places,min_paid_score,paid_places,url
729,Биохимия,04.04.01,Химия,"Медицинский химик (цитохимик, гистохимик, нейрохимик, иммунохимик), Биохимик, Химик фармацевтической промышленностии остальные",40765.0,,,51.0,30.0,https://vuzopedia.ru/program/magistratura/10679
730,Цифровые технологии в физике,03.04.02,Физика,"Радиофизик, Инженер-физик, Физики остальные",155460.0,8.0,,51.0,2.0,https://vuzopedia.ru/program/magistratura/10675
731,Археологические исследования,46.04.01,История,"Археолог, Историк, Исторический консультант, исторический реконструктори остальные",,16.0,,,,https://vuzopedia.ru/program/magistratura/10674
732,Исторические исследования,46.04.01,История,"Историк, Историограф, Исторический консультант, исторический реконструктори остальные",,20.0,,,,https://vuzopedia.ru/program/magistratura/10670
733,Цифровые технологии в гуманитарных исследованиях,45.04.03,Фундаментальная и прикладная лингвистика,"Программист, Лингвист, Лингвист-исследовательи остальные",,20.0,,,,https://vuzopedia.ru/program/magistratura/10666
734,Русский язык как иностранный,45.04.03,Фундаментальная и прикладная лингвистика,"Преподаватель лингвистики, Учитель русского языка и литературы, Преподаватель русского языка как иностранногои остальные",,21.0,,,,https://vuzopedia.ru/program/magistratura/10662
735,Теория языка и полевая лингвистика,45.04.03,Фундаментальная и прикладная лингвистика,"Преподаватель лингвистики, Лингвист, Лингвист-исследовательи остальные",,16.0,,,,https://vuzopedia.ru/program/magistratura/10658
736,Филологические исследования,45.04.01,Филология,"Филолог-русист (русист), Филолог (филолог-исследователь), Преподаватель филологии (филологических дисциплин)и остальные",,16.0,,,,https://vuzopedia.ru/program/magistratura/10654
737,Религиозная дипломатия в многополярном мире,41.04.05,Международные отношения,"Дипломат, Религиовед, Специалист в области международных отношенийи остальные",,15.0,,,,https://vuzopedia.ru/program/magistratura/10650
738,Цифровой инжиниринг в телекоммуникациях,11.04.02,Инфокоммуникационные технологии и системы связи,"Инженер-проектировщик в области связи и телекоммуникаций, Специалист по телекоммуникации, Специалист по радиосвязи и телекоммуникациями остальные",,17.0,,,,https://vuzopedia.ru/program/magistratura/10646
739,Умные устройства: аппаратная разработка,01.04.02,Прикладная математика и информатика,"Программист, Инженер по сопровождению программного обеспечения, Кибертехник умных среди остальные",,15.0,,,,https://vuzopedia.ru/program/magistratura/10642
740,Правовое обеспечение публичной власти,40.04.01,Юриспруденция,"Адвокат, Юрист, Юрист-международники остальные",78000.0,,,40.0,30.0,https://vuzopedia.ru/program/magistratura/10640
741,Прокурорская деятельность,40.04.01,Юриспруденция,"Прокурор, Судья, Юристи остальные",78000.0,,,40.0,30.0,https://vuzopedia.ru/program/magistratura/10636
742,Управление человеческими ресурсами в социально-экономических системах,38.04.02,Менеджмент,"Менеджер по персоналу, Менеджер по оценке персонала, Рекрутер, менеджер по подбору персоналаи остальные",70000.0,,,40.0,30.0,https://vuzopedia.ru/program/magistratura/10632
743,Психолого-педагогическое сопровождение образовательного процесса,44.04.02,Психолого-педагогическое образование,"Педагог, Педагог-психолог, Психолог-консультанти остальные",70000.0,,,40.0,70.0,https://vuzopedia.ru/program/magistratura/10628
744,Профориентология,44.04.02,Психолого-педагогическое образование,"Педагог-психолог, Психоаналитик, Профориентологи остальные",169000.0,8.0,,40.0,10.0,https://vuzopedia.ru/program/magistratura/10624
745,Управление в сфере иноязычного образования,44.04.01,Педагогическое образование,"Учитель иностранного языка, Специалист по управлению в учреждениях дополнительного образования, Руководитель в сфере образованияи остальные",169000.0,8.0,,40.0,4.0,https://vuzopedia.ru/program/magistratura/10620
746,Экспертно-криминалистическое обеспечение уголовного судопроизводства,40.04.01,Юриспруденция,"Лингвокриминалист, Криминалист, Психолог-криминалисти остальные",80000.0,,,30.0,50.0,https://vuzopedia.ru/program/magistratura/10616
747,"Уголовное право, уголовный процесс и прокурорский надзор",40.04.01,Юриспруденция,"Прокурор, Судья, Юристи остальные",80000.0,5.0,,30.0,80.0,https://vuzopedia.ru/program/magistratura/10612
748,Международная торговля и электронная коммерция,38.04.06,Торговое дело,"Коммерческий агент, Предприниматель, Экономист-международники остальные",80000.0,,,30.0,30.0,https://vuzopedia.ru/program/magistratura/10608
749,Психологическое и организационное консультирование,37.04.01,Психология,"Психолог, Корпоративный психолог, Психолог-консультанти остальные",80000.0,,,30.0,40.0,https://vuzopedia.ru/program/magistratura/10604
750,Экономика инноваций и биоэкономика,27.04.07,Наукоемкие технологии и экономика инноваций,"Инновационный менеджер, Инженер-экономист, Экономисти остальные",80000.0,,,30.0,20.0,https://vuzopedia.ru/program/magistratura/10600
751,Россия в контексте цивилизационного многообразия,46.04.01,История,"Историк, Историограф, Исторический консультант, исторический реконструктори остальные",162400.0,15.0,,25.0,5.0,https://vuzopedia.ru/program/magistratura/10598
752,Литературные практики и менеджмент культурных проектов,45.04.01,Филология,"Преподаватель лингвистики, Литературовед, Культурологи остальные",162400.0,15.0,,25.0,10.0,https://vuzopedia.ru/program/magistratura/10594
753,Трансформационные STEAM-практики в инженерном и гуманитарном образовании,44.04.01,Педагогическое образование,"Педагог, Игропедагог, Педагог дополнительного образованияи остальные",162400.0,15.0,,25.0,5.0,https://vuzopedia.ru/program/magistratura/10586
754,"Юрист в сфере международного права, публичного права и права Евразийского экономического с..",40.04.01,Юриспруденция,"Корпоративный юрист, Юрист, Юрист-международники остальные",162400.0,10.0,,25.0,10.0,https://vuzopedia.ru/program/magistratura/10582
755,Практическая психология и кризисное консультирование,37.04.01,Психология,"Психолог, Корпоративный психолог, Психолог-консультанти остальные",162400.0,10.0,,25.0,20.0,https://vuzopedia.ru/program/magistratura/10578
756,Функциональные материалы и передовые технологии производства,22.04.01,Материаловедение и технологии материалов,"Информатик-технолог, Нанотехнолог, Специалист по аддитивным технологиями остальные",162400.0,15.0,,25.0,5.0,https://vuzopedia.ru/program/magistratura/10574
757,Обеспечение жизненного цикла изделий машиностроения,15.04.01,Машиностроение,"Инженер-технолог, Инженер-машиностроитель, Специалист по технологии машиностроенияи остальные",162400.0,15.0,,25.0,10.0,https://vuzopedia.ru/program/magistratura/10570
758,Физика наукоёмких технологий,03.04.02,Физика,"Биофизик, Астрофизик, Радиофизики остальные",164200.0,20.0,,25.0,10.0,https://vuzopedia.ru/program/magistratura/10566
759,Технологии разработки программного обеспечения,01.04.02,Прикладная математика и информатика,"Программист, Инженер-разработчик аппаратного обеспечения, Техник-программисти остальные",162400.0,10.0,,25.0,10.0,https://vuzopedia.ru/program/magistratura/10562
760,Защита интеллектуальной собственности в АПК,40.04.01,Юриспруденция,"Корпоративный юрист, Сетевой юрист, Юристи остальные",135729.0,,,40.0,15.0,https://vuzopedia.ru/program/magistratura/10558
761,Государственное и муниципальное управление устойчивым развитием территорий,38.04.04,Государственное и муниципальное управление,"Государственный служащий, Специалист государственного и муниципального управления, Специалист (менеджер) по устойчивому развитиюи остальные",52500.0,,,40.0,15.0,https://vuzopedia.ru/program/magistratura/10554
762,Стратегическое управление предприятиями АПК,38.04.02,Менеджмент,"Менеджер, Антикризисный управляющий, Руководитель в АПК (агропромышленном комплексе)и остальные",52500.0,,,40.0,15.0,https://vuzopedia.ru/program/magistratura/10550
763,Экспорт продукции АПК и логистика международной торговли,38.04.02,Менеджмент,"Логист, Менеджер, Экономист-международники остальные",114298.0,,,40.0,12.0,https://vuzopedia.ru/program/magistratura/10546
764,Проектирование и оценка эффективности зенитных ракетных комплексов,24.04.01,Ракетные комплексы и космонавтика,"Инженер-испытатель ракетных двигателей, Инженер-конструктор в ракетостроении, Инженер-механик по ракетостроениюи остальные",327900.0,,,3.0,15.0,https://vuzopedia.ru/program/magistratura/10545
765,Управление техносферной безопасностью предприятия,20.04.01,Техносферная безопасность,"Инспектор по технике безопасности, Специалист по техносферной безопасности, Специалист по безопасностии остальные",286500.0,8.0,,3.0,17.0,https://vuzopedia.ru/program/magistratura/10541
766,Интеллектуальные системы обработки информации в виброакустике и механике,15.04.03,Прикладная механика,"Инженер-разработчик аппаратного обеспечения, Техник-механик, Специалист по интегрированным интеллектуальным робототехническим комплексами остальные",286500.0,15.0,,3.0,10.0,https://vuzopedia.ru/program/magistratura/10537
767,Цифровые двойники и управление жизненным циклом изделий,15.04.03,Прикладная механика,"Контроллер, Менеджери остальные",286500.0,16.0,,3.0,9.0,https://vuzopedia.ru/program/magistratura/10533
768,Строительство автодорожных мостов и тоннелей,08.04.01,Строительство,"Инженер-строитель, Инженер-строитель мостов и тоннелей, Инженер-строитель автомобильных дороги остальные",202100.0,,,30.0,13.0,https://vuzopedia.ru/program/magistratura/10531
769,Повышение продуктивности лесов,35.04.01,Лесное дело,Специалист лесного и лесопаркового хозяйстваи остальные,202100.0,10.0,,30.0,10.0,https://vuzopedia.ru/program/magistratura/10527
770,Кадастр и управление объектами недвижимости,21.04.02,Землеустройство и кадастры,"Менеджер по эксплуатации недвижимости, Управляющий недвижимостью (менеджер по недвижимости), Специалист по городскому кадаструи остальные",,15.0,,,,https://vuzopedia.ru/program/magistratura/10523
771,Документационное обеспечение управления и архивного дела,46.04.02,Документоведение и архивоведение,"Архивариус, Документовед, Специалист по документационному обеспечению управления, архивисти остальные",,23.0,,,,https://vuzopedia.ru/program/magistratura/10519
772,Биоинформатика в животноводстве,36.04.02,Зоотехния,"Животновод, Биоинформатик, Физиолог человека и животныхи остальные",,9.0,,,,https://vuzopedia.ru/program/magistratura/10515
773,Регенеративное земледелие и восстановление деградированных земель,35.04.04,Агрономия,"Агроинженер, Агроном, Агроэкологи остальные",,17.0,,,,https://vuzopedia.ru/program/magistratura/10511
774,Дипломатическая и консульская служба в Российской Федерации,41.04.05,Международные отношения,"Дипломат, Специалист в области международных отношений, Юрист-международники остальные",,10.0,,,,https://vuzopedia.ru/program/magistratura/10499
775,Мировой порядок: конфликты и сотрудничество,41.04.05,Международные отношения,"Специалист в области международных отношений, Экономист-международник, Юрист-международники остальные",,20.0,,,,https://vuzopedia.ru/program/magistratura/10491
776,Технологии управления внешнеполитическими рисками,38.04.04,Государственное и муниципальное управление,"Государственный аудитор, Государственный служащий, Финансовый менеджери остальные",,13.0,,,,https://vuzopedia.ru/program/magistratura/10487
777,Организация и регулирование внешнеэкономической деятельности,38.04.01,Экономика,"Бухгалтер-экономист, Экономист-международник, Экономисти остальные",,10.0,,,,https://vuzopedia.ru/program/magistratura/10483
778,Международная экономическая и финансовая безопасность,38.04.01,Экономика,"Бухгалтер-экономист, Финансовый менеджер, Экономисти остальные",,10.0,,,,https://vuzopedia.ru/program/magistratura/10479
779,Генетика и селекция в растеневодстве,35.04.04,Агрономия,"Агроном по защите растений, Генетик, Селекционери остальные",,10.0,,,,https://vuzopedia.ru/program/magistratura/10478
780,Экономика и менеджмент в здравоохранении,32.04.01,Общественное здравоохранение,"R&D менеджер здравоохранения, Менеджер в сфере здравоохранения, Экономисти остальные",66120.0,88.0,4.0,62.0,6.0,https://vuzopedia.ru/program/magistratura/10475
781,Пищевая и кормовая биотехнология,19.04.01,Биотехнология,"Биотехнолог, Физиолог человека и животных, Системный биотехнологи остальные",128204.0,8.0,,30.0,5.0,https://vuzopedia.ru/program/magistratura/10474
782,Методология и практика в естественно-научном образовании,44.04.01,Педагогическое образование,"Преподаватель, Учитель биологии и химии, Учитель естествознанияи остальные",65000.0,,,45.0,15.0,https://vuzopedia.ru/program/magistratura/10473
783,Уголовно – правовая защита бизнеса,40.04.01,Юриспруденция,"Корпоративный юрист, Юрист, Юрист-международники остальные",,24.0,,,,https://vuzopedia.ru/program/magistratura/10472
784,Когнитивные технологии и искусственный интеллект,45.04.04,Интеллектуальные системы в гуманитарной сфере,"Программист, Инженер-разработчик аппаратного обеспечения, Специалист по искусственному интеллектуи остальные",120000.0,,,80.0,15.0,https://vuzopedia.ru/program/magistratura/10468
785,Подготовка военного духовенства и взаимодействие с Вооруженными силами,48.04.01,Теология,"Религиовед, Священнослужительи остальные",,15.0,,,,https://vuzopedia.ru/program/magistratura/10466
786,Продуктовый менеджмент,02.04.01,Математика и компьютерные науки,"Менеджер, Менеджер проекта, Менеджер продуктов в области информационных технологийи остальные",800000.0,100.0,2.0,25.0,76.0,https://vuzopedia.ru/program/magistratura/10463
787,Продуктовая аналитика,02.04.01,Математика и компьютерные науки,"Аналитик компьютерных систем, Аналитик информационной безопасности, Системный аналитики остальные",800000.0,100.0,1.0,25.0,73.0,https://vuzopedia.ru/program/magistratura/10459
788,Backend-разработка,02.04.01,Математика и компьютерные науки,"Программист, Web-программист, Разработчик Web и мультимедийных приложенийи остальные",800000.0,100.0,1.0,25.0,73.0,https://vuzopedia.ru/program/magistratura/10455
789,Технологии нефтегазового инжиниринга,21.04.01,Нефтегазовое дело,"Инженер-технолог, Инженер по технологическому обеспечению работы нефтегазового промысла, Техник-технологи остальные",120800.0,,,24.0,20.0,https://vuzopedia.ru/program/magistratura/10428
790,Управление персоналом в современной организации,38.04.03,Управление персоналом,"PR-менеджер, Менеджер по персоналу, Менеджер фонда прямых инвестиций в талантливых людейи остальные",44700.0,,,60.0,70.0,https://vuzopedia.ru/program/magistratura/10424
791,Экономическая безопасность предприятия,38.04.01,Экономика,"Финансовый менеджер, Специалист по экономической безопасности, Экономисти остальные",44700.0,,,60.0,80.0,https://vuzopedia.ru/program/magistratura/10420
792,Экономика и организация бизнес-предпринимательства,38.04.01,Экономика,Экономисти остальные,44700.0,,,60.0,120.0,https://vuzopedia.ru/program/magistratura/10416
793,Управление инновационной деятельностью промышленных предприятий,27.04.05,Инноватика,"Инновационный менеджер, Эксперт в области науки, технологий и инновацийи остальные",151350.0,6.0,,60.0,25.0,https://vuzopedia.ru/program/magistratura/10412
794,Организация и дизайн медиапроектов,42.04.03,Издательское дело,Медиадизайнери остальные,44700.0,,,60.0,75.0,https://vuzopedia.ru/program/magistratura/10408
795,Интегрированные коммуникации в рекламе и связях с общественностью,42.04.01,Реклама и связи с общественностью,"Менеджер по связям с общественностью (PR), Медиа-аналитик, Медиа-консультанти остальные",44700.0,,,60.0,75.0,https://vuzopedia.ru/program/magistratura/10404
796,Управление качеством в цифровых технологиях,27.04.02,Управление качеством,"Инженер-технолог по качеству, Менеджер по качествуи остальные",47300.0,,,60.0,50.0,https://vuzopedia.ru/program/magistratura/10402
797,Цифровые технологии конструирования и производства электронных средств,11.04.03,Конструирование и технология электронных средств,"Инженер-конструктор, Программист, Инженер-электроники остальные",151350.0,10.0,,60.0,25.0,https://vuzopedia.ru/program/magistratura/10398
798,Искусственный интеллект и анализ больших данных в обработке изображений,11.04.02,Инфокоммуникационные технологии и системы связи,"Программист, Аналитик данных, Специалист по искусственному интеллектуи остальные",151350.0,9.0,,60.0,25.0,https://vuzopedia.ru/program/magistratura/10394
799,Методы и устройства обработки сигналов и изображений,11.04.01,Радиотехника,"Инженер-радиотехник, Радиофизики остальные",151350.0,4.0,,60.0,20.0,https://vuzopedia.ru/program/magistratura/10390
800,Радиофизика и электроника,11.04.01,Радиотехника,"Инженер-радиотехник, Радиофизик, Техник-электроники остальные",151350.0,4.0,,60.0,20.0,https://vuzopedia.ru/program/magistratura/10386
801,Управление и эксплуатация систем ЖКХ,08.04.01,Строительство,"Техник-технолог, Техник-смотритель жилищного хозяйстваи остальные",47300.0,20.0,,60.0,40.0,https://vuzopedia.ru/program/magistratura/10382
802,Информационные технологии в защите окружающей среды,20.04.01,Техносферная безопасность,"Менеджер-эколог, Специалист по безопасности, Экологи остальные",47300.0,,,60.0,50.0,https://vuzopedia.ru/program/magistratura/10378
803,"Электроэнергетические системы, сети, их режимы, устойчивость и надежность",13.04.02,Электроэнергетика и электротехника,"Техник-электрик, Техник-электроники остальные",47300.0,5.0,,60.0,25.0,https://vuzopedia.ru/program/magistratura/10374
804,Электропривод и автоматика,13.04.02,Электроэнергетика и электротехника,Техник-электрики остальные,47300.0,5.0,,60.0,25.0,https://vuzopedia.ru/program/magistratura/10370
805,Технология производства экологически чистой электрической и тепловой энергии,13.04.01,Теплоэнергетика и теплотехника,"Инженер-эколог, Экологи остальные",47300.0,6.0,,60.0,45.0,https://vuzopedia.ru/program/magistratura/10366
806,Искусственный интеллект и биоинформатика,09.04.03,Прикладная информатика,"Программист, Биоинформатик, Информатик (специалист по информационным технологиям)и остальные",151350.0,7.0,,60.0,13.0,https://vuzopedia.ru/program/magistratura/10362
807,Искусственный интеллект и бизнес-аналитика,09.04.03,Прикладная информатика,"Бизнес-тренер, Программист, Специалист по искусственному интеллектуи остальные",44700.0,7.0,,60.0,37.0,https://vuzopedia.ru/program/magistratura/10358
808,Интеллектуальные технологии и виртуальная реальность в промышленных информационных системах,09.04.02,Информационные системы и технологии,"Программист, Специалист по информационным системам, Специалист по нейрокомпьютерингуи остальные",151350.0,5.0,,60.0,25.0,https://vuzopedia.ru/program/magistratura/10354
809,Искусственный интеллект в автоматизации проектирования,09.04.01,Информатика и вычислительная техника,"Программист, Специалист по искусственному интеллекту, Разработчик интеллектуальных систем управления динамической диспетчеризациейи остальные",151350.0,15.0,,53.0,30.0,https://vuzopedia.ru/program/magistratura/10350
810,"Математическое и программное обеспечение обработки информации в технике, экономике и управ..",01.04.04,Прикладная математика,"Программист, Информатик-технолог, Экономист-кибернетики остальные",134040.0,,,60.0,25.0,https://vuzopedia.ru/program/magistratura/10346
811,Бизнес педагогика и управление корпоративным обучением,44.04.01,Педагогическое образование,"Педагог, Репетитори остальные",210000.0,,,55.0,60.0,https://vuzopedia.ru/program/magistratura/10345
812,"Магистр уголовного, гражданского и административного судопроизводства",40.04.01,Юриспруденция,"Следователь, Юрист, Юрисконсульти остальные",250000.0,,,55.0,1050.0,https://vuzopedia.ru/program/magistratura/10341
813,Православное богословие,48.04.01,Теология,Теологи остальные,,3.0,,,,https://vuzopedia.ru/program/magistratura/10338
814,История Русской Православной Церкви,48.04.01,Теология,"Историк, Теологи остальные",,3.0,,,,https://vuzopedia.ru/program/magistratura/10334
815,Международно-политический анализ стран Азии и Африки,41.04.01,Зарубежное регионоведение,"Африканист, Политик, Специалист в области международных отношенийи остальные",220000.0,,,50.0,50.0,https://vuzopedia.ru/program/magistratura/10332
816,Инжиниринг в хмелеводстве,35.04.06,Агроинженерия,"Агроинженер, Агроном по защите растений, Инженер-механик по сельскому хозяйствуи остальные",30000.0,70.0,9.0,40.0,10.0,https://vuzopedia.ru/program/magistratura/10327
817,Хмелеводство,35.04.04,Агрономия,"Агроном, Агроном по защите растений, Хмелеводи остальные",30000.0,74.0,18.0,40.0,23.0,https://vuzopedia.ru/program/magistratura/10323
818,Внешнеэкономическая деятельность и международный бизнес,38.04.02,Менеджмент,"Менеджер непрерывности бизнеса, Категорийный менеджер, Финансовый менеджери остальные",63500.0,,,63.0,40.0,https://vuzopedia.ru/program/magistratura/10322
819,Финансовые технологии,38.04.08,Финансы и кредит,"Аналитик данных, ICO аналитик, Research Analyst (аналитика по исследованиям в банке или брокерской фирме)и остальные",200000.0,67.0,7.0,40.0,20.0,https://vuzopedia.ru/program/magistratura/10318
820,"Экономика, учет и бизнес-аналитика в АПК",38.04.01,Экономика,"Бухгалтер-экономист, Аудитор, Кредитный аналитики остальные",140700.0,72.0,60.0,59.0,60.0,https://vuzopedia.ru/program/magistratura/10314
821,"Учет, бизнес-аналитика и аудит. Финансы",38.04.01,Экономика,"Финансист, Аудитор, Налоговый консультанти остальные",50000.0,100.0,4.0,47.0,60.0,https://vuzopedia.ru/program/magistratura/10310
822,Теория и практика инструментального искусства,53.04.01,Музыкально-инструментальное искусство,"Учитель музыки и пения, Музыкант, Музыковеди остальные",98000.0,55.0,7.0,50.0,3.0,https://vuzopedia.ru/program/magistratura/10308
823,Хореографическое искусство,52.04.01,Хореографическое искусство,"Танцор, Балетмейстер, Преподавательи остальные",69706.0,75.0,10.0,74.0,9.0,https://vuzopedia.ru/program/magistratura/10304
824,Интеллектуальное управление и компьютерное моделирование,09.04.03,Прикладная информатика,"Программист, Аналитик компьютерных систем, Intelligent Systems Developer (разработчик интеллектуальных систем)и остальные",179800.0,90.0,12.0,70.0,15.0,https://vuzopedia.ru/program/magistratura/10299
825,Русский язык и литература,44.04.01,Педагогическое образование,"Педагог, Учитель, Преподаватель лингвистикии остальные",50150.0,84.0,24.0,58.0,100.0,https://vuzopedia.ru/program/magistratura/10292
826,Оборудование и технологии электроники и наноэлектроники (адаптационный план №1),11.04.04,Электроника и наноэлектроника,"Инженер-технолог, Инженер-схемотехник, Инженер по наноэлектроникеи остальные",399000.0,78.0,6.0,27.0,5.0,https://vuzopedia.ru/program/magistratura/10282
827,Системный анализ и принятие решений,27.04.03,Системный анализ и управление,"Специалист по информационным системам, Системный аналитик, Системный программисти остальные",409000.0,85.0,13.0,27.0,14.0,https://vuzopedia.ru/program/magistratura/10281
828,Техническая эксплуатация орбитальных комплексов,24.04.03,Баллистика и гидроаэродинамика,"Инженер-конструктор, Инженер-испытатель ракетных двигателей, Баллистик по испытаниям космических средстви остальные",539000.0,43.0,2.0,31.0,2.0,https://vuzopedia.ru/program/magistratura/10277
829,Применение искусственного интеллекта в управлении космическими полётами,24.04.03,Баллистика и гидроаэродинамика,"Астроном, Баллистик по испытаниям космических средств, Космический баллистики остальные",539000.0,43.0,3.0,33.0,3.0,https://vuzopedia.ru/program/magistratura/10276
830,Композиционные материалы в новой технике,24.04.01,Ракетные комплексы и космонавтика,"Инженер-технолог, Инженер-конструктор в ракетостроении, Инженер-проектировщики остальные",410118.0,27.0,6.0,27.0,5.0,https://vuzopedia.ru/program/magistratura/10272
831,Цифровое моделирование химических технологий,18.04.01,Химическая технология,"Инженер-технолог, Лаборант, Химик-технологи остальные",379000.0,50.0,6.0,27.0,4.0,https://vuzopedia.ru/program/magistratura/10268
832,Системная инженерия вакуумных систем и установок,15.04.02,Технологические машины и оборудование,"Инженер-конструктор, Инженер-технолог, Нанотехнологи остальные",449000.0,73.0,4.0,27.0,4.0,https://vuzopedia.ru/program/magistratura/10264
833,Теплофизика новых технологий (системная инженерия),14.04.01,Ядерная энергетика и теплофизика,"Физик-атомщик (физик-ядерщик), Инженер по технологическому обеспечению работы нефтегазового промысла, Инженер по ядерной техникеи остальные",489000.0,80.0,10.0,48.0,21.0,https://vuzopedia.ru/program/magistratura/10260
834,Платформенные решения для интеллектуального анализа больших данных,09.04.01,Информатика и вычислительная техника,"Программист, Аналитик компьютерных систем, Администратор баз данныхи остальные",409000.0,93.0,16.0,59.0,6.0,https://vuzopedia.ru/program/magistratura/10254
835,"Математическое моделирование, численные методы и комплексы программ",01.04.04,Прикладная математика,"Инженер-исследователь, Инженер-испытатель, Аналитик данныхи остальные",56000.0,67.0,6.0,53.0,48.0,https://vuzopedia.ru/program/magistratura/10252
836,Математическое моделирование авиационных двигателей и энергетических установок,01.04.04,Прикладная математика,"Инженер по технологическому обеспечению работы нефтегазового промысла, Инженер-испытатель, Разработчик математических и компьютерных моделейи остальные",379000.0,67.0,6.0,53.0,8.0,https://vuzopedia.ru/program/magistratura/10248
837,Моделирование механических и гидромеханических систем,01.04.03,Механика и математическое моделирование,"Инженер по бурению, Инженер по технологическому обеспечению работы нефтегазового промысла, Специалист по математическому моделированиюи остальные",469000.0,33.0,10.0,29.0,20.0,https://vuzopedia.ru/program/magistratura/10244
838,История мировой политики и региональных конфликтов,46.04.01,История,"Историк, Историограф, Исторический консультант, исторический реконструктори остальные",114982.0,60.0,10.0,40.0,5.0,https://vuzopedia.ru/program/magistratura/10240
839,Математическое моделирование и компьютерные технологии,01.04.02,Прикладная математика и информатика,"Программист, Аналитик компьютерных систем, Инженер информационной безопасностии остальные",114982.0,55.0,13.0,40.0,5.0,https://vuzopedia.ru/program/magistratura/10233
840,Зоотехния,36.04.02,Зоотехния,"Зоотехник, Животновод, Птицеводи остальные",63500.0,71.0,12.0,66.0,10.0,https://vuzopedia.ru/program/magistratura/10232
841,Экономика и управление проектами,38.04.01,Экономика,"Менеджер проекта, Девелопер, Кредитный аналитики остальные",151333.0,,,25.0,15.0,https://vuzopedia.ru/program/magistratura/10227
842,Управление селекционными и технологическими животноводстве,36.04.02,Зоотехния,"Зоотехник, Животновод, Зооинженери остальные",170156.0,54.0,16.0,40.0,3.0,https://vuzopedia.ru/program/magistratura/10223
843,Менеджмент в кормлении животных и безопасность кормовых средств,36.04.02,Зоотехния,"Биотехнолог, Зоотехник, Животноводи остальные",49136.0,55.0,30.0,25.0,18.0,https://vuzopedia.ru/program/magistratura/10219
844,Сертификация изделий аддитивных технологий,27.04.01,Стандартизация и метрология,"Метролог, Инженер по метрологии, Инженер по стандартизации, метрологии и сертификациии остальные",425000.0,79.0,6.0,40.0,1.0,https://vuzopedia.ru/program/magistratura/10210
845,Государственное регулирование деятельности в области гражданской авиации,25.04.03,Аэронавигация,"Авиаменеджер, Менеджер по авиаперевозкам, Специалист (инженер) по безопасности полетови остальные",161740.0,,,64.0,30.0,https://vuzopedia.ru/program/magistratura/10203
846,Организация проектов государственно-частного партнерства,38.04.01,Экономика,"GR-менеджер, Бухгалтер-экономист, Государственный служащийи остальные",40000.0,,,80.0,20.0,https://vuzopedia.ru/program/magistratura/10200
847,Практическая психология в бизнесе,37.04.01,Психология,"Психолог, Корпоративный психолог, Менеджер фонда прямых инвестиций в талантливых людейи остальные",89900.0,,,90.0,29.0,https://vuzopedia.ru/program/magistratura/10199
848,Управление организацией в цифровой экономике,38.04.02,Менеджмент,"Менеджер, Менеджер продуктов в области информационных технологий, Менеджер интернет-проектови остальные",134820.0,,,25.0,35.0,https://vuzopedia.ru/program/magistratura/10196
849,Методы и средства измерений и автоматизации,09.04.02,Информационные системы и технологии,"Инженер по автоматизации и механизации, IT-специалист, Техник по информационным системами остальные",300000.0,70.0,15.0,30.0,30.0,https://vuzopedia.ru/program/magistratura/10190
850,Стратегическое управление в сфере оздоровительного туризма,43.04.02,Туризм,"Менеджер по туризму, Менеджер по организации мероприятий, Специалист по туризмуи остальные",60000.0,,,85.0,25.0,https://vuzopedia.ru/program/magistratura/10188
851,Конструирование специальных комплексов,15.04.05,Конструкторско-технологическое обеспечение машиностроительных производств,"Инженер-конструктор, Инженер-машиностроительи остальные",182826.0,7.0,,60.0,3.0,https://vuzopedia.ru/program/magistratura/10185
852,Конструирование и технология опытного производства,15.04.05,Конструкторско-технологическое обеспечение машиностроительных производств,"Инженер-конструктор, Инженер-технолог, Инженер-машиностроительи остальные",182826.0,7.0,,60.0,3.0,https://vuzopedia.ru/program/magistratura/10184
