id,name,code,sphere,career_prospects,cost,min_budget_score,budget_places,min_paid_score,paid_places,url
832,Цифровой маркетинг,43.03.01,Сервис,"Маркетолог, Интернет-маркетолог, Супервайзери остальные",65700.0,221.0,26.0,115.0,150.0,https://vuzopedia.ru/program/bakispec/10607
833,Управление в сфере молодежной политики,39.03.01,Социология,"Социальный педагог, Event-менеджер, Педагог-организатор культурного досугаи остальные",65700.0,155.0,25.0,115.0,60.0,https://vuzopedia.ru/program/bakispec/10603
834,Социальное проектирование в государственном управлении,39.03.01,Социология,"Государственный служащий, Координатор программ развития сообществ, Модератор платформы общения с госорганамии остальные",65700.0,179.0,25.0,115.0,55.0,https://vuzopedia.ru/program/bakispec/10599
835,Информационные системы на финансовых рынках,01.03.05,Статистика,"IT-специалист, Research Analyst (аналитика по исследованиям в банке или брокерской фирме), Финансовый аналитик (специалист финансового анализа и моделирования)и остальные",145050.0,129.0,23.0,124.0,46.0,https://vuzopedia.ru/program/bakispec/10598
836,Управление качеством в производственно-технологических и социально-экономических системах,27.03.02,Управление качеством,"Инженер по управлению качеством, Менеджер по развитию, Менеджер по качествуи остальные",220000.0,132.0,9.0,119.0,3.0,https://vuzopedia.ru/program/bakispec/10596
837,Управление в креативных индустриях,38.03.02,Менеджмент,"Координатор программ развития сообществ, Куратор мультимедийных выставок, Медиа-аналитики остальные",256672.0,,,134.0,40.0,https://vuzopedia.ru/program/bakispec/10595
838,Дополнительное образование (в области сценического искусства),44.03.01,Педагогическое образование,"Педагог, Учитель, Руководитель художественной студиии остальные",256672.0,184.0,10.0,110.0,5.0,https://vuzopedia.ru/program/bakispec/10591
839,Цифровой дизайн и веб-разработка,38.03.05,Бизнес-информатика,"Web-дизайнер, Программист, Дизайнер компьютерных программи остальные",76000.0,3.0,,149.0,143.0,https://vuzopedia.ru/program/bakispec/10588
840,Бизнес-аналитик 1С,38.03.05,Бизнес-информатика,"Аналитик данных, IT-специалист, ERP-программисти остальные",76000.0,3.0,,143.0,138.0,https://vuzopedia.ru/program/bakispec/10587
841,Информационные системы и технологии в отраслях транспортно-дорожного комплекса,09.03.02,Информационные системы и технологии,"Информатик (специалист по информационным технологиям), IT-специалист, Специалист по информационным системами остальные",90600.0,,,119.0,62.0,https://vuzopedia.ru/program/bakispec/10582
842,Искусство мультимедиа: режиссура и технологии,50.03.01,Искусства и гуманитарные науки,"Искусствовед, Личный тьютор по эстетическому развитию, Медиа-менеджери остальные",280000.0,,,142.0,15.0,https://vuzopedia.ru/program/bakispec/10578
843,Артист-танцовщик ансамбля спортивного бального танца (педагог- репетитор),52.03.02,Хореографическое исполнительство,"Педагог, Танцор, Преподавательи остальные",294515.0,224.0,4.0,205.0,1.0,https://vuzopedia.ru/program/bakispec/10575
844,Востоковедение и африканистика,41.03.01,Зарубежное регионоведение,"Африканист, Востоковед, Регионоведи остальные",390000.0,,,150.0,15.0,https://vuzopedia.ru/program/bakispec/10572
845,Медиалингвистика и коммуникации,45.03.02,Лингвистика,"Контент-менеджер, Гид-переводчик, Литературный переводчики остальные",176200.0,,,135.0,35.0,https://vuzopedia.ru/program/bakispec/10568
846,История: культура и власть,46.03.01,История,"Историк, Историограф, Исторический консультант, исторический реконструктори остальные",390000.0,,,150.0,10.0,https://vuzopedia.ru/program/bakispec/10564
847,Медиа и цифровые индустрии,42.03.01,Реклама и связи с общественностью,"Менеджер по рекламе, Рекламный агент, Медиа-аналитики остальные",390000.0,,,150.0,10.0,https://vuzopedia.ru/program/bakispec/10560
848,Медиа и цифровые индустрии,50.03.01,Искусства и гуманитарные науки,"Искусствовед, Медиа-консультант, Медиа-менеджери остальные",390000.0,,,160.0,25.0,https://vuzopedia.ru/program/bakispec/10559
849,История: культура и власть,41.03.06,Публичная политика и социальные науки,"Историк, Исторический консультант, исторический реконструктор, Культурологи остальные",390000.0,,,155.0,15.0,https://vuzopedia.ru/program/bakispec/10555
850,Управление образовательным продуктом,41.03.06,Публичная политика и социальные науки,"Координатор программ развития сообществ, Политик, Социологи остальные",390000.0,,,155.0,15.0,https://vuzopedia.ru/program/bakispec/10552
851,Публичное управление,41.03.06,Публичная политика и социальные науки,"Модератор платформы общения с госорганами, Политик, Политтехнологи остальные",390000.0,,,155.0,15.0,https://vuzopedia.ru/program/bakispec/10551
852,Медиа и цифровые индустрии,41.03.06,Публичная политика и социальные науки,"Медиатор, Медиа-аналитик, Медиа-консультанти остальные",390000.0,,,155.0,15.0,https://vuzopedia.ru/program/bakispec/10547
853,Востоковедение и африканистика,41.03.06,Публичная политика и социальные науки,"Африканист, Востоковеди остальные",390000.0,,,150.0,15.0,https://vuzopedia.ru/program/bakispec/10543
854,Управление образовательным продуктом,38.03.02,Менеджмент,"Координатор программ развития сообществ, Менеджер, Менеджер продуктов в области информационных технологийи остальные",390000.0,,,145.0,18.0,https://vuzopedia.ru/program/bakispec/10542
855,Публичное управление,38.03.02,Менеджмент,"Менеджер, Политтехнологи остальные",390000.0,,,145.0,16.0,https://vuzopedia.ru/program/bakispec/10538
856,Медиа и цифровые индустрии,38.03.02,Менеджмент,"Медиа-аналитик, Медиа-консультант, Медиа-менеджери остальные",390000.0,,,145.0,16.0,https://vuzopedia.ru/program/bakispec/10534
857,Организация производства и проектирование цифровых двойников предприятий,27.03.05,Инноватика,"Инженер-патентовед, Инженер по НИОКР, Инженер по рационализаторству и изобретательствуи остальные",189000.0,194.0,16.0,158.0,9.0,https://vuzopedia.ru/program/bakispec/10532
858,Цифровое проектирование конструкций и технологий соединения материалов,15.03.01,Машиностроение,"Инженер-конструктор, Инженер-технолог, Инженер по сваркеи остальные",189000.0,198.0,25.0,178.0,5.0,https://vuzopedia.ru/program/bakispec/10531
859,Профессионально ориентированный перевод,45.05.01,Перевод и переводоведение,"Гид-переводчик, Письменный переводчик, Лингвист-исследовательи остальные",125000.0,208.0,9.0,113.0,25.0,https://vuzopedia.ru/program/bakispec/10530
860,Английский язык и литература с изучением второго иностранного,45.03.01,Филология,"Литературный переводчик, Литературовед, Лингвисти остальные",125000.0,181.0,10.0,176.0,25.0,https://vuzopedia.ru/program/bakispec/10527
861,Украинский язык и литература. Английский язык,45.03.01,Филология,"Литературный переводчик, Литературовед, Письменный переводчики остальные",125000.0,145.0,10.0,110.0,10.0,https://vuzopedia.ru/program/bakispec/10524
862,Начальное и дошкольное образование с курсом логопедии,44.03.05,Педагогическое образование (с двумя профилями подготовки),"Воспитатель детского сада, Педагог-игромастер, Педагоги остальные",128000.0,158.0,25.0,140.0,10.0,https://vuzopedia.ru/program/bakispec/10523
863,"Международные отношения, геополитика и глобалистика",41.03.05,Международные отношения,"Дипломат, Менеджер, Политики остальные",150000.0,223.0,11.0,135.0,30.0,https://vuzopedia.ru/program/bakispec/10522
864,Технические средства природообустройства и защиты в чрезвычайных ситуациях,23.05.01,Наземные транспортно-технологические средства,"Инженер по защите в чрезвычайных ситуациях, Инженер по безопасности транспортной сети, Инженер природообустройстваи остальные",79000.0,,,191.0,21.0,https://vuzopedia.ru/program/bakispec/10519
865,Экономика персонала,38.03.03,Управление персоналом,"Специалист по кадрам, HR-специалист, Менеджер по персоналуи остальные",220200.0,226.0,15.0,136.0,10.0,https://vuzopedia.ru/program/bakispec/10516
866,Технологическая подготовка деревообрабатывающих производств,35.03.02,Технология лесозаготовительных и деревоперерабатывающих производств,"Инженер-технолог по деревообработке, Специалист по системам автоматизированного проектирования в деревообрабатывающих и мебельных производствах, Станочник-распиловщики остальные",60800.0,142.0,25.0,122.0,2.0,https://vuzopedia.ru/program/bakispec/10515
867,Экология и природоохранное обустройство территорий,20.03.02,Природообустройство и водопользование,"Инженер комплексного использования водных ресурсов, Инженер природообустройства, Портовый экологи остальные",246000.0,120.0,25.0,119.0,1.0,https://vuzopedia.ru/program/bakispec/10511
868,Инжиниринг информационных систем и бизнес-процессов,09.03.03,Прикладная информатика,"Программист, Информатик (специалист по информационным технологиям), IT-специалисти остальные",246000.0,151.0,24.0,146.0,6.0,https://vuzopedia.ru/program/bakispec/10507
869,Менеджмент в сфере туризма,38.03.02,Менеджмент,"Менеджер, Менеджер по туризму, Менеджер по организации мероприятийи остальные",106000.0,,,85.0,50.0,https://vuzopedia.ru/program/bakispec/10503
870,Экономика и предпринимательство в туризме,38.03.01,Экономика,"Бухгалтер-экономист, Предприниматель, Экономисти остальные",106000.0,,,85.0,50.0,https://vuzopedia.ru/program/bakispec/10500
871,Водные технологии,18.03.01,Химическая технология,"Лаборант, Инженер-технолог по водоподготовке (водоочистке, очистных сооружений), Лаборант химико-бактериологического анализаи остальные",143000.0,119.0,20.0,118.0,10.0,https://vuzopedia.ru/program/bakispec/10498
872,Автоматизация промышленных предприятий,15.03.04,Автоматизация технологических процессов и производств,"Инженер-технолог, Инженер АСУ ТП, Инженер по автоматизации и механизациии остальные",143000.0,142.0,17.0,128.0,10.0,https://vuzopedia.ru/program/bakispec/10494
873,Художественная роспись,54.03.02,Декоративно-прикладное искусство и народные промыслы,"Руководитель художественной студии, Учитель экономики, технологии обработки тканей, пищевых продуктов и декоративно-прикладного творчества, Специалист по декоративно-прикладному искусствуи остальные",63973.0,263.0,6.0,127.0,5.0,https://vuzopedia.ru/program/bakispec/10490
874,Организация туристкой деятельности,43.03.02,Туризм,"Менеджер ресторана, Аниматор, Администратор гостиницыи остальные",56444.0,267.0,6.0,254.0,35.0,https://vuzopedia.ru/program/bakispec/10487
875,Проектирование и продюсирование в социально-культурной сфере,51.03.03,Социально-культурная деятельность,"Аниматор, Event-менеджер, Игропрактики остальные",37553.0,237.0,10.0,150.0,5.0,https://vuzopedia.ru/program/bakispec/10483
876,Математическое моделирование и теория управления,09.03.01,Информатика и вычислительная техника,"Актуарий, Инженер-исследователь, Аналитик компьютерных системи остальные",,289.0,36.0,,,https://vuzopedia.ru/program/bakispec/10479
877,Проектирование и разработка комплексных бизнес-приложений,01.03.02,Прикладная математика и информатика,"Программист, IT-директор (CIO), Web-программисти остальные",767000.0,303.0,10.0,259.0,5.0,https://vuzopedia.ru/program/bakispec/10475
878,Фундаментальная математика,01.03.01,Математика,"Актуарий, Программист, Математики остальные",,288.0,16.0,,,https://vuzopedia.ru/program/bakispec/10471
879,Естественные и компьютерные науки,09.03.01,Информатика и вычислительная техника,"Актуарий, Программист, Аналитик данныхи остальные",767000.0,304.0,70.0,260.0,15.0,https://vuzopedia.ru/program/bakispec/10468
880,Инженерное проектирование и цифровые системы управления биотехнологического оборудования,19.03.01,Биотехнология,"Биотехнолог, Инженер по оборудованию, Техник по биотехническим и медицинским аппаратам и системами остальные",429000.0,,,149.0,27.0,https://vuzopedia.ru/program/bakispec/10464
881,Проектирование технологических комплексов в сварочном производстве,15.05.02,Робототехника военного и специального назначения,"Инженер-конструктор, Военный, Военный инженери остальные",439000.0,235.0,16.0,135.0,14.0,https://vuzopedia.ru/program/bakispec/10460
882,Проектирование технологических машин-автоматов и автоматизированных комплексов,15.05.01,Проектирование технологических машин и комплексов,"Инженер-конструктор, Инженер АСУ ТП, Инженер по автоматизации и механизациии остальные",439000.0,249.0,23.0,138.0,10.0,https://vuzopedia.ru/program/bakispec/10459
883,Управление техническими системами в креативных индустриях,15.03.06,Мехатроника и робототехника,"Инженер-мехатроник, Инженер по сопровождению программного обеспечения, IT-специалисти остальные",459000.0,274.0,19.0,138.0,10.0,https://vuzopedia.ru/program/bakispec/10456
884,Математическое и компьютерное моделирование в механике,02.03.01,Математика и компьютерные науки,"Инженер-исследователь, Математик, Аналитик данныхи остальные",459000.0,277.0,14.0,196.0,11.0,https://vuzopedia.ru/program/bakispec/10455
885,Управление высокотехнологичными проектами,38.03.02,Менеджмент,"Инновационный менеджер, Менеджер по развитию, Менеджери остальные",146280.0,233.0,10.0,110.0,10.0,https://vuzopedia.ru/program/bakispec/10451
886,Управление трансфером технологий,27.03.05,Инноватика,"Инженер-патентовед, Инженер по рационализаторству и изобретательству, Инновационный менеджери остальные",165540.0,204.0,12.0,181.0,5.0,https://vuzopedia.ru/program/bakispec/10450
887,Сервис на транспорте,23.05.04,Эксплуатация железных дорог,"Инженер по безопасности транспортной сети, Инженер по организации перевозок и управлению на транспорте, Инженер по эксплуатации железных дороги остальные",161400.0,113.0,30.0,99.0,10.0,https://vuzopedia.ru/program/bakispec/10446
888,Медицинская инженерия и цифровые технологии,12.03.01,Приборостроение,"Инженер-технолог, Инженер по медицинской технике, Инженер приборостроенияи остальные",77000.0,189.0,25.0,159.0,28.0,https://vuzopedia.ru/program/bakispec/10443
889,Конференц-перевод,45.03.02,Лингвистика,"Гид-переводчик, Лингвист-исследователь, Переводчики остальные",337000.0,266.0,5.0,205.0,16.0,https://vuzopedia.ru/program/bakispec/10439
890,Вагоны,23.05.03,Подвижной состав железных дорог,"Инженер-конструктор, Инженер-механик, Инженер-механик подвижного составаи остальные",,,,,,https://vuzopedia.ru/program/bakispec/10435
891,Управление качеством в логистических системах,27.03.02,Управление качеством,"Инженер по управлению качеством, Инженер-технолог по качеству, Логисти остальные",,,,,,https://vuzopedia.ru/program/bakispec/10431
892,Информационные таможенные системы и технологии,09.03.02,Информационные системы и технологии,"Программист, Инженер-схемотехник, Системный администратори остальные",,,,,,https://vuzopedia.ru/program/bakispec/10427
893,Сети и сетевые устройства вычислительных систем,09.03.01,Информатика и вычислительная техника,"Инженер-схемотехник, Web-программист, Системный администратори остальные",173800.0,239.0,44.0,161.0,10.0,https://vuzopedia.ru/program/bakispec/10426
894,Техническое обеспечение эксплуатации спортивных объектов,27.03.04,Управление в технических системах,"Инженер, Инженер по эксплуатации объектов спортивной инфраструктуры, Техник-технологи остальные",173800.0,174.0,10.0,145.0,8.0,https://vuzopedia.ru/program/bakispec/10422
895,Мехатроника киберфизических систем,15.03.06,Мехатроника и робототехника,"Инженер-мехатроник, Инженер-машиностроитель, Кибернетики остальные",173800.0,228.0,25.0,121.0,8.0,https://vuzopedia.ru/program/bakispec/10419
896,Цифровая энергетика,13.03.02,Электроэнергетика и электротехника,"Инженер-энергетик, Инженер-электрик, Инженер по электротехнологическим установками остальные",58000.0,145.0,35.0,119.0,30.0,https://vuzopedia.ru/program/bakispec/10418
897,Системы автоматического управления беспилотными аппаратами,27.03.04,Управление в технических системах,"Авиаконструктор, Авиаинженер (авиационный инженер), Инженер по системам автоматического управления летательных аппаратови остальные",173800.0,221.0,20.0,140.0,4.0,https://vuzopedia.ru/program/bakispec/10416
898,Электропривод и средства автоматизации,13.03.02,Электроэнергетика и электротехника,"Инженер-электрик, Энергодиспетчер (диспетчер энергостанций/энергосистем), Инженер КИПиАи остальные",173800.0,193.0,17.0,141.0,2.0,https://vuzopedia.ru/program/bakispec/10415
899,Электрическое и электронное оборудование автомобилей и тракторов,13.03.02,Электроэнергетика и электротехника,"Инженер, Инженер-энергетик, Автомеханики остальные",173800.0,193.0,15.0,141.0,2.0,https://vuzopedia.ru/program/bakispec/10411
900,Проектирование и производство судов,26.03.02,"Кораблестроение, океанотехника и системотехника объектов морской инфраструктуры","Инженер-конструктор, Инженер-кораблестроитель, Инженер-проектировщики остальные",206200.0,182.0,15.0,176.0,8.0,https://vuzopedia.ru/program/bakispec/10407
901,Цифровое проектирование в самолетостроении,24.03.04,Авиастроение,"Авиаконструктор, Инженер-конструктор, Инженер-конструктор по динамике полета и управлению летательным аппаратоми остальные",206200.0,235.0,22.0,134.0,7.0,https://vuzopedia.ru/program/bakispec/10403
902,"Калмыцкий язык и литература, китайский язык",44.03.05,Педагогическое образование (с двумя профилями подготовки),"Педагог, Учитель, Преподаватель лингвистикии остальные",123937.0,118.0,24.0,115.0,1.0,https://vuzopedia.ru/program/bakispec/10400
903,Формообразующие технологии в машиностроении,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,"Инженер-конструктор, Инженер-технолог, Инженер по металлургическим машинам и оборудованиюи остальные",173800.0,204.0,34.0,170.0,4.0,https://vuzopedia.ru/program/bakispec/10399
904,Дизайн и технология художественной обработки материалов,44.03.04,Профессиональное обучение (по отраслям),"Педагог, Учитель, Мастер профессионального обучения (техник, технолог, конструктор-модельер, дизайнер и др.)и остальные",123397.0,125.0,25.0,119.0,1.0,https://vuzopedia.ru/program/bakispec/10395
905,Зооинженеринг и IT-технологии в животноводстве,36.03.02,Зоотехния,"Зоотехник, Животновод, Оператор по искусственному осеменению животных и птицыи остальные",49136.0,118.0,82.0,135.0,61.0,https://vuzopedia.ru/program/bakispec/10391
906,Государственная служба и управление городом,38.03.04,Государственное и муниципальное управление,"Государственный служащий, Координатор программ развития сообществ, Модератор платформы общения с госорганамии остальные",348000.0,,,140.0,49.0,https://vuzopedia.ru/program/bakispec/10387
907,Технология и Дополнительное образование (техническое творчество и дизайн),44.03.05,Педагогическое образование (с двумя профилями подготовки),"Педагог, Учитель, Учитель ИЗОи остальные",44000.0,158.0,49.0,123.0,25.0,https://vuzopedia.ru/program/bakispec/10384
908,История и Организация воспитательной деятельности,44.03.05,Педагогическое образование (с двумя профилями подготовки),"Педагог, Методист в сфере образования, Учительи остальные",54000.0,191.0,35.0,132.0,20.0,https://vuzopedia.ru/program/bakispec/10383
909,Педагог профессионального образования (технологии производственных процессов и их безопасн..,44.03.04,Профессиональное обучение (по отраслям),"Педагог, Учитель, Мастер производственного обученияи остальные",54000.0,174.0,10.0,170.0,15.0,https://vuzopedia.ru/program/bakispec/10379
910,Аддитивные технологии,44.03.04,Профессиональное обучение (по отраслям),"Педагог, Учитель, Преподавательи остальные",58600.0,212.0,10.0,156.0,20.0,https://vuzopedia.ru/program/bakispec/10378
911,Правоприменительная деятельность в гражданско-правовой и уголовно-правовой сферах,40.03.01,Юриспруденция,"Инспектор уголовного розыска, Правозащитник, Патентоведи остальные",90000.0,1.0,,132.0,77.0,https://vuzopedia.ru/program/bakispec/10374
912,Управление банковским бизнесом,38.03.02,Менеджмент,"Банковский служащий, Предприниматель, Финансовый аналитик (специалист финансового анализа и моделирования)и остальные",315000.0,258.0,9.0,150.0,32.0,https://vuzopedia.ru/program/bakispec/10370
913,Менеджмент изменений,38.03.02,Менеджмент,"Инновационный менеджер, Менеджер, Менеджер по внутренним коммуникациями остальные",315000.0,258.0,3.0,150.0,27.0,https://vuzopedia.ru/program/bakispec/10366
914,Управление транспортными системами,23.03.01,Технология транспортных процессов,"Инженер по организации перевозок и управлению на транспорте, Фрахтовщик, Транспортный планировщики остальные",175000.0,20.0,,99.0,30.0,https://vuzopedia.ru/program/bakispec/10363
915,Статистика и управление данными,01.03.05,Статистика,"Аналитик данных, IT-специалист, ICO аналитики остальные",315000.0,,,124.0,17.0,https://vuzopedia.ru/program/bakispec/10359
916,Программирование и администрирование систем радиосвязи,11.03.02,Инфокоммуникационные технологии и системы связи,"Инженер-радиотехник, Системный администратор, Инженер связии остальные",100000.0,140.0,149.0,116.0,175.0,https://vuzopedia.ru/program/bakispec/10355
917,Программирование и администрирование сетей и систем связи,11.03.02,Инфокоммуникационные технологии и системы связи,"Инженер по спутниковым коммуникациям, Инженер по электромагнитной совместимости, Инженер связии остальные",90000.0,134.0,169.0,115.0,255.0,https://vuzopedia.ru/program/bakispec/10351
918,Управление цифровыми инновациями,09.03.03,Прикладная информатика,"Программист, Инженер по сопровождению программного обеспечения, Менеджер непрерывности бизнесаи остальные",190000.0,183.0,20.0,130.0,25.0,https://vuzopedia.ru/program/bakispec/10348
919,Политика и экономика стран Северо-Восточной Азии,58.03.01,Востоковедение и африканистика,"Политолог, Дипломат, Кореисти остальные",192500.0,,,160.0,30.0,https://vuzopedia.ru/program/bakispec/10347
920,Инвестиционно-строительный бизнес,38.03.01,Экономика,"Инженер по проектно-сметной документации, Инженер-экономист, Менеджер строительного проектаи остальные",192500.0,235.0,6.0,126.0,50.0,https://vuzopedia.ru/program/bakispec/10343
921,Организация строительного производства,08.03.01,Строительство,"Инженер по проектно-сметной документации, Инженер по техническому надзору, Инженер-проектировщики остальные",215800.0,,,124.0,30.0,https://vuzopedia.ru/program/bakispec/10339
922,Помощник руководителя в системе управления организацией,46.03.02,Документоведение и архивоведение,"Архивариус, Секретарь, Оператор персонального компьютера (ПК)и остальные",76300.0,174.0,10.0,143.0,50.0,https://vuzopedia.ru/program/bakispec/10336
923,Организация предпринимательской деятельности,44.03.04,Профессиональное обучение (по отраслям),"Педагог, Учитель, Мастер профессионального обучения (техник, технолог, конструктор-модельер, дизайнер и др.)и остальные",75000.0,,,121.0,10.0,https://vuzopedia.ru/program/bakispec/10332
924,Менеджмент и маркетинг,44.03.04,Профессиональное обучение (по отраслям),"Педагог, Учитель, Маркетологи остальные",75000.0,202.0,10.0,199.0,30.0,https://vuzopedia.ru/program/bakispec/10330
925,Налоги и бизнес в цифровой экономике,38.03.01,Экономика,"Налоговый бухгалтер (специалист по налогообложению), Налоговый инспектор, Налоговый консультанти остальные",65000.0,240.0,1.0,125.0,52.0,https://vuzopedia.ru/program/bakispec/10327
926,Международная торговля и таможенное дело в цифровой экономике,38.05.02,Таможенное дело,"Менеджер ВЭД, Менеджер по работе с таможней, Сюрвейери остальные",65000.0,,,128.0,58.0,https://vuzopedia.ru/program/bakispec/10323
927,Флористический дизайн,54.03.01,Дизайн,"Флорист, Дизайнер, Преподаватель дизайнаи остальные",,311.0,5.0,,,https://vuzopedia.ru/program/bakispec/10319
928,Культурный менеджмент и кураторство арт-проектами,51.03.01,Культурология,"Культорганизатор, Куратор мультимедийных выставок, Личный тьютор по эстетическому развитиюи остальные",,190.0,12.0,,,https://vuzopedia.ru/program/bakispec/10316
929,Арт-критика,50.03.04,Теория и история искусств,"Искусствовед, Личный тьютор по эстетическому развитию, Музееведи остальные",,215.0,5.0,,,https://vuzopedia.ru/program/bakispec/10315
930,"Педагог спортивно-бального танца, тренер",44.03.01,Педагогическое образование,"Педагог, Учитель, Спортивный тренери остальные",153755.0,285.0,6.0,205.0,6.0,https://vuzopedia.ru/program/bakispec/10312
931,Лечебно-диагностический профиль,34.03.01,Сестринское дело,"Медицинская сестра (медсестра), Медицинская сестра по массажу, Младшая медицинская сестра по уходу за больнымии остальные",80500.0,,,131.0,25.0,https://vuzopedia.ru/program/bakispec/10311
932,Финансы и управление активами,38.03.01,Экономика,"Финансист, Бухгалтер-экономист, Private equity analystи остальные",80500.0,,,137.0,100.0,https://vuzopedia.ru/program/bakispec/10308
933,Корабельные и судовые энергетические установки,26.05.02,"Проектирование, изготовление и ремонт энергетических установок и систем автоматизации кораблей и судов","Инженер-энергетик, Инженер по электроприводу, Инженер по энергетическому машиностроениюи остальные",427900.0,185.0,24.0,133.0,4.0,https://vuzopedia.ru/program/bakispec/10306
934,Интеллектуальное управление морскими беспилотными системами,27.03.04,Управление в технических системах,"Инженер по приборам ориентации, навигации и стабилизации летательных аппаратов, Инженер-электроник бортовых комплексов управления, Инженер-системотехники остальные",266200.0,199.0,44.0,129.0,20.0,https://vuzopedia.ru/program/bakispec/10303
935,Оборудование и технология сварочного производства (программа подготовки инженеров-сварщико..,15.03.01,Машиностроение,"Инженер, Инженер-технолог, Инженер по сваркеи остальные",266200.0,224.0,14.0,119.0,15.0,https://vuzopedia.ru/program/bakispec/10300
936,Морская добыча и подготовка к транспортировке нефти и газа,13.03.03,Энергетическое машиностроение,"Инженер, Дефектоскопист нефтепроводов, Инженер по энергетическому машиностроениюи остальные",266200.0,188.0,25.0,119.0,10.0,https://vuzopedia.ru/program/bakispec/10299
937,Программно-аппаратные комплексы управления и обработки информации,09.03.01,Информатика и вычислительная техника,"Программист, Системный администратор, Администратор сайтаи остальные",266200.0,224.0,33.0,134.0,10.0,https://vuzopedia.ru/program/bakispec/10298
938,Искусственный интеллект и цифровые технологии в промышленности,09.03.01,Информатика и вычислительная техника,"Аналитик компьютерных систем, Разработчик нейронных сетей, Intelligent Systems Developer (разработчик интеллектуальных систем)и остальные",266200.0,224.0,29.0,134.0,10.0,https://vuzopedia.ru/program/bakispec/10294
939,Программное обеспечение интеллектуальных компьютерных и встраиваемых систем,09.03.01,Информатика и вычислительная техника,"Программист, Администратор баз данных, Инженер по сопровождению программного обеспеченияи остальные",266200.0,224.0,29.0,134.0,10.0,https://vuzopedia.ru/program/bakispec/10291
940,Технологии материалов микроэлектроники,22.03.01,Материаловедение и технологии материалов,"Инженер-технолог, Инженер по наноэлектронике, Наноинженери остальные",348000.0,203.0,25.0,138.0,5.0,https://vuzopedia.ru/program/bakispec/10287
941,Конструирование и производство технологического оборудования для производства электронной ..,11.03.03,Конструирование и технология электронных средств,"Инженер-конструктор, Инженер-технолог, Инженер-схемотехники остальные",,215.0,25.0,,,https://vuzopedia.ru/program/bakispec/10283
942,Графический дизайн и мультимедиа,54.03.01,Дизайн,"Web-дизайнер, Графический дизайнер, Креативный директори остальные",,18.0,,120.0,10.0,https://vuzopedia.ru/program/bakispec/10280
943,Благоустройство городских и сельских территорий,08.03.01,Строительство,"Архитектор ландшафтов, Архитектор-градостроитель, Ландшафтный дизайнери остальные",,143.0,20.0,,,https://vuzopedia.ru/program/bakispec/10279
944,Педагог-хореограф,52.03.02,Хореографическое исполнительство,"Танцор, Руководитель художественной студии, Преподавательи остальные",293055.0,,,122.0,25.0,https://vuzopedia.ru/program/bakispec/10275
945,Кадровое делопроизводство,46.03.02,Документоведение и архивоведение,"Архивариус, Делопроизводитель, Специалист по кадрами остальные",147192.0,,,119.0,20.0,https://vuzopedia.ru/program/bakispec/10272
946,Перевод и переводоведение (английский язык и немецкий/испанский/французский/китайский/араб..,45.03.02,Лингвистика,"Переводчик французского языка, Переводчик китайского языка, Переводчик немецкого языкаи остальные",147192.0,6.0,,124.0,90.0,https://vuzopedia.ru/program/bakispec/10270
947,Филологическое обеспечение права,45.03.01,Филология,"Лингвист, Лингвокриминалист, Лингвист-исследовательи остальные",147192.0,,,141.0,14.0,https://vuzopedia.ru/program/bakispec/10267
948,"Иностранный язык (английский) и Иностранный язык (немецкий или французский, или китайский)",44.03.05,Педагогическое образование (с двумя профилями подготовки),"Педагог, Учитель, Преподаватель лингвистикии остальные",147192.0,211.0,50.0,140.0,50.0,https://vuzopedia.ru/program/bakispec/10263
949,Психолого-педагогическое консультирование и медиация,44.03.02,Психолого-педагогическое образование,"Педагог, Психолог, Педагог-психологи остальные",147192.0,198.0,15.0,127.0,15.0,https://vuzopedia.ru/program/bakispec/10259
950,Детская практическая психология и консультативная работа с семьей,44.03.02,Психолого-педагогическое образование,"Педагог, Психолог, Педагог-психологи остальные",147192.0,178.0,67.0,147.0,51.0,https://vuzopedia.ru/program/bakispec/10258
